OccurrencePrecinctCode,CollisionID,CollisionKey,Collision_ at_Intersection,IntersectionAddress,IntersectingStreet,CrossStreet,CollisionVehicleCount,CollisionInjuredCount,CollisionKilledCount,Vehicles_or_MotoristsInvolved,PersonsInjured,PersonsKilled,MotoristsInjured,MotoristsKilled,PassengInjured,PassengKilled,CyclistsInjured,CyclistsKilled,PedestrInjured,PedestrKilled,Injury_or_Fatal,Bicycle
078,2022078000561,247471732,1,DEGRAW ST&&NEVINS ST,DEGRAW ST,NEVINS ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
078,2022078000554,247471729,1,EAST LAKE DRIVE&&OCEAN AVE DRIVE,EAST LAKE DRIVE,OCEAN AVE DRIVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
078,2022078000637,248550449,1,FLATBUSH AVE&&PARK PL,FLATBUSH AVE,PARK PL,2,4,0,2,4,0,0,0,4,0,0,0,0,0,1,0
078,2022078000565,247554355,1,FLATBUSH AVE&&PROSPECT PL,FLATBUSH AVE,PROSPECT PL,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
078,2022078000596,248018156,1,FLATBUSH AVE&&ST MARKS AVE,ST MARKS AVE,FLATBUSH AVE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
078,2022078000552,247439987,1,FLATBUSH AVENUE&&GRAND ARMY PLAZA,FLATBUSH AVENUE,GRAND ARMY PLAZA,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
078,2022078000581,247811905,2,FLATBUSH AVENUE&&GRAND ARMY PLAZA,FLATBUSH AVENUE,GRAND ARMY PLAZA,2,1,0,2,1,0,0,0,0,0,1,0,0,0,1,1
078,2022078000601,248018161,3,FLATBUSH AVENUE&&GRAND ARMY PLAZA,GRAND ARMY PLAZA,FLATBUSH AVENUE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
078,2022078000617,248509576,4,FLATBUSH AVENUE&&GRAND ARMY PLAZA,GRAND ARMY PLAZA,FLATBUSH AVENUE,2,2,0,2,2,0,1,0,1,0,0,0,0,0,1,0
078,2022078000559,247471731,1,FLATBUSH AVENUE&&PLAZA STREET,FLATBUSH AVENUE,PLAZA STREET,2,2,0,2,2,0,1,0,1,0,0,0,0,0,1,0
078,2022078000644,249196488,2,FLATBUSH AVENUE&&PLAZA STREET,FLATBUSH AVENUE,PLAZA STREET,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
078,2022078000649,249323344,3,FLATBUSH AVENUE&&PLAZA STREET,FLATBUSH AVENUE,PLAZA STREET,2,1,0,2,1,0,0,0,0,0,1,0,0,0,1,1
078,2022078000591,247852967,1,GRAND ARMY PLAZA&&UNION STREET,GRAND ARMY PLAZA,UNION STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
078,2022078000586,248131908,1,GRAND ARMY PLAZA&&VANDERBILT AVENUE,GRAND ARMY PLAZA,VANDERBILT AVENUE,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0
078,2022078000647,249090772,1,PARK PL&&VANDERBILT AVE,VANDERBILT AVE,PARK PL,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
078,2022078000638,249195600,1,PROSPECT PARK WEST&&UNION STREET,PROSPECT PARK WEST,UNION STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
079,2022079000674,248178047,1,ATLANTIC AVE&&NOSTRAND AVE,ATLANTIC AVE,NOSTRAND AVE,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
079,2022079000681,248548145,2,ATLANTIC AVE&&NOSTRAND AVE,NOSTRAND AVE,ATLANTIC AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
079,2022079000692,248178049,1,BEDFORD AVE&&CLIFTON PL,BEDFORD AVE,CLIFTON PL,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
079,2022079000663,248548144,2,BEDFORD AVE&&CLIFTON PL,BEDFORD AVE,CLIFTON PL,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
079,2022079000720,248815781,3,BEDFORD AVE&&CLIFTON PL,BEDFORD AVE,CLIFTON PL,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
079,2022079000667,247852969,1,BEDFORD AVE&&GREENE AVE,GREENE AVE,BEDFORD AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
079,2022079000728,248847385,1,BEDFORD AVE&&HALSEY ST,BEDFORD AVE,HALSEY ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
079,2022079000670,248178046,1,BEDFORD AVE&&LAFAYETTE AVE,LAFAYETTE AVE,BEDFORD AVE,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0
079,2022079000675,248348521,1,BEDFORD AVE&&MYRTLE AVE,BEDFORD AVE,MYRTLE AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
079,2022079000723,248815782,1,BEDFORD AVE&&WILLOUGHBY AVE,WILLOUGHBY AVE,BEDFORD AVE,2,1,0,2,1,0,0,0,0,0,1,0,0,0,1,1
079,2022079000647,247682868,1,BROADWAY&&LEWIS AVE,LEWIS AVE,BROADWAY,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
079,2022079000737,248819030,1,CLASSON AVE&&LEXINGTON AVE,LEXINGTON AVE,CLASSON AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
